cid,stock,n,mean_iv,cv,span,mean_qty
14159,84596F,9,77.8,0.57,625,6.9
14159,84596G,9,77.6,0.47,625,5.8
14159,84596L,7,91.2,0.45,549,3.1
14159,84836,7,79.5,0.51,479,6.0
14159,84991,12,44.6,0.84,496,2.9
14159,84992,8,70.6,0.92,496,1.5
14159,85099B,11,71.1,0.44,717,2.4
14159,85099F,9,89.1,0.65,717,3.1
14159,85123A,17,44.4,0.75,717,5.4
14160,21731,5,17.8,0.37,72,103.2
14161,21755,5,127.2,0.52,510,4.6
14161,21870,5,127.2,0.19,510,12.0
14161,22553,5,67.5,0.23,272,4.0
14167,72802A,6,91.2,0.25,459,3.3
14167,72802B,6,127.8,0.31,641,4.7
14167,72802C,6,116.4,0.29,584,4.3
14167,72803A,8,91.0,0.29,641,3.8
14167,72807A,8,91.0,0.29,641,4.5
14167,72807B,8,91.0,0.29,641,4.2
14167,72807C,8,91.0,0.29,641,4.9
14175,21166,5,130.5,0.64,524,12.0
14175,21181,5,141.5,0.6,568,12.0
14175,21843,5,113.8,0.71,456,3.8
14175,22109,5,141.2,0.86,568,4.8
14175,22423,6,104.4,0.72,524,3.3
14177,22197,7,82.2,0.88,494,16.4
14177,22222,5,102.2,0.79,410,1.8
14178,22161,5,42.8,0.98,173,19.8
14178,22629,6,34.2,0.75,173,3.3
14178,22630,6,34.2,0.75,173,3.7
14180,21258,5,13.8,0.5,57,3.8
14180,21527,6,16.0,0.7,66,3.7
14180,21533,5,104.5,0.33,419,3.0
14180,21754,6,51.0,0.39,257,3.5
14180,21843,9,28.2,0.57,229,1.6
14180,22072,10,47.8,0.74,385,4.8
14180,22139,5,120.2,0.8,483,3.0
14180,22180,7,45.5,0.59,274,1.1
14180,22424,8,41.7,0.8,295,3.2
14180,22427,7,64.8,0.77,392,3.0
14180,22487,7,15.7,0.23,97,1.1
14180,22624,5,76.8,0.43,307,2.0
14180,22846,6,66.2,0.96,332,1.2
14180,22848,7,34.3,0.73,209,1.3
14180,82484,6,44.4,0.69,224,3.0
14180,84968A,5,62.2,0.82,251,1.2
14180,85063,5,37.5,0.92,151,1.4
14188,20725,5,69.5,0.3,279,14.0
14188,22379,5,69.5,0.3,279,16.0
14188,23203,5,45.5,0.19,184,20.0
14188,85099B,5,69.5,0.3,279,22.0
14189,22192,5,86.0,0.51,345,2.8
14189,22726,5,78.5,0.48,316,7.2
14189,22727,5,92.8,0.19,372,5.6
14189,22730,6,54.0,0.29,272,4.0
14189,22910,5,27.2,0.88,111,12.0
14189,82580,5,85.8,0.31,345,16.8
14189,84755,6,76.8,0.61,386,32.0
14191,20723,5,24.2,0.48,99,12.0
14191,20724,6,23.4,0.45,119,13.3
14191,21929,6,68.0,1.05,342,11.7
14191,22356,6,23.4,0.45,119,13.3
14191,22386,8,48.4,1.24,342,10.0
14191,23201,9,24.2,0.46,198,12.2
14191,23202,9,23.4,0.24,189,10.0
14191,23298,5,23.5,0.8,95,4.2
14191,23313,5,27.5,0.87,111,9.0
14191,47566,7,26.7,0.72,161,4.6
14191,85099B,8,48.4,1.23,342,10.0
14191,85099F,9,47.6,1.18,384,11.1
14194,20713,7,90.2,0.69,544,10.0
14194,20728,7,100.2,0.44,604,10.0
14194,21175,5,136.5,0.47,548,12.0
14194,21181,10,75.0,0.5,679,13.8
14194,21212,8,80.9,0.27,569,24.0
14194,21232,6,49.2,0.55,247,14.0
14194,21259,11,67.4,0.66,679,2.8
14194,21314,6,49.2,0.37,247,9.3
14194,21535,7,110.3,0.51,665,6.0
14194,21539,11,62.0,0.68,624,3.5
14194,21731,5,165.8,0.29,665,12.0
14194,21843,6,86.8,0.44,436,1.7
14194,21870,6,94.4,0.04,474,12.0
14194,21914,6,80.0,0.81,402,16.0
14194,21915,7,90.8,0.61,548,12.0
14194,21928,8,88.9,0.77,624,10.0
14194,21931,8,78.6,0.37,553,10.0
14194,21975,5,136.5,0.33,548,24.0
14194,22090,9,79.8,0.88,642,8.0
14194,22139,10,73.4,0.53,665,3.3
14194,22178,8,37.0,0.38,261,12.0
14194,22348,5,72.0,0.44,289,12.0
14194,22383,11,63.7,0.45,641,10.0
14194,22384,6,107.2,0.44,539,10.0
14194,22411,11,62.5,0.46,627,10.0
14194,22423,8,81.3,0.64,571,1.6
14194,22722,5,61.5,0.72,247,4.8
14194,22726,7,43.0,0.62,261,5.1
14194,22727,7,43.2,0.64,261,4.6
14194,22779,11,38.3,0.6,388,4.7
14194,22780,8,55.0,0.43,388,4.0
14194,22892,7,60.3,0.56,364,12.0
14194,23083,6,38.0,0.65,191,8.0
14194,23173,5,43.8,0.58,177,2.0
14194,23201,5,51.0,0.59,205,10.0
14194,23203,7,33.8,0.37,205,10.0
14194,23208,5,47.5,0.46,191,10.0
14194,23298,7,31.5,0.2,191,5.7
14194,23301,7,31.7,0.53,191,12.0
14194,47566,8,44.4,0.68,224,5.0
14194,71477,5,164.2,0.81,660,14.4
14194,82484,5,118.5,0.5,475,2.6
14194,84879,5,61.5,0.43,247,9.6
14194,84880,5,128.2,0.4,514,12.0
14194,84946,5,136.8,0.5,548,12.0
14194,84978,5,51.2,0.42,206,12.0
14194,84991,7,91.0,0.59,548,24.0
14194,85099B,11,67.5,0.44,679,10.0
14194,85099F,5,160.0,0.32,642,10.0
14194,85123A,6,69.2,0.35,348,10.3
14194,85150,5,160.0,0.33,642,6.0
14198,48187,5,115.8,0.38,464,2.0
14198,82483,6,136.8,0.55,685,4.0
14198,82486,8,97.6,0.7,685,2.2
14205,21212,5,94.0,0.31,378,24.0
14209,21733,7,79.5,0.45,480,6.9
14209,22171,6,102.8,0.41,516,3.3
14209,82482,7,78.7,0.59,475,6.9
14209,82484,7,78.7,0.44,475,3.4
14209,82494L,7,70.8,0.43,428,7.7
14209,85123A,9,70.1,0.4,565,20.9
14210,20718,5,148.8,0.4,597,10.0
14210,20754,6,94.8,0.47,475,7.0
14210,21155,7,83.8,0.71,505,6.9
14210,21216,5,118.2,0.51,475,4.0
14210,21217,7,99.2,0.31,597,1.7
14210,21527,5,90.2,0.33,363,3.0
14210,21533,10,55.7,0.32,505,3.9
14210,21535,6,118.8,0.59,597,6.0
14210,21539,9,74.0,0.85,597,5.7
14210,22073,6,72.2,0.26,363,4.0
14210,22115,5,148.8,0.51,597,8.4
14210,22423,6,104.8,0.79,527,1.8
14210,47566,9,74.2,0.69,597,6.2
14210,85123A,5,125.8,0.3,505,6.0
14210,85150,5,118.5,0.34,475,8.4
14211,20724,5,133.0,0.65,533,12.0
14211,22386,6,95.0,0.73,478,10.0
14211,71459,5,87.8,1.13,352,14.4
14211,85099B,6,106.0,0.76,533,11.7
14211,85123A,5,162.0,0.53,650,14.8
14217,22427,5,103.8,0.7,417,12.0
14221,21390,7,76.7,1.22,463,24.0
14221,21506,5,40.5,0.46,164,12.0
14221,21733,6,99.2,1.21,499,6.0
14221,22179,6,113.6,0.86,569,2.3
14221,22227,6,99.4,1.19,499,24.0
14221,22294,6,99.2,1.32,499,24.0
14221,22295,5,124.2,1.29,499,12.0
14221,22296,5,124.2,1.09,499,12.0
14221,22297,7,82.8,1.09,499,24.0
14221,22457,5,124.5,0.76,499,6.0
14221,22468,5,105.2,1.02,422,2.4
14221,22469,8,55.3,0.91,389,15.0
14221,22470,9,48.2,0.92,389,10.0
14221,22983,5,40.5,0.46,164,12.0
14221,84836,5,105.2,1.02,422,12.0
14221,84839,6,25.6,0.62,130,2.0
14221,84971S,6,99.4,0.74,499,24.0
14221,85064,6,25.6,0.62,130,2.0
14221,85066,8,76.4,0.78,536,2.0
14221,85123A,6,99.2,0.76,499,6.0
14227,20685,5,118.0,0.79,473,2.4
14227,20718,5,118.0,0.57,473,10.0
14227,21169,6,128.6,0.62,643,10.3
14227,22386,6,94.4,0.45,473,10.0
14227,85099B,7,97.0,0.33,584,11.4
14227,85099C,6,94.4,0.78,473,10.0
14227,85099F,8,83.1,0.47,584,11.2
14235,85099B,5,114.8,0.64,461,42.0
14235,85099F,5,114.8,0.64,461,42.0
14239,20685,6,126.4,0.45,634,3.0
14239,21535,5,138.5,0.37,556,7.2
14239,21733,7,97.5,0.7,588,6.0
14239,22111,5,172.0,0.84,691,4.8
14239,22114,5,156.0,0.75,625,5.6
14239,22411,5,133.5,0.47,535,10.0
14239,22470,6,83.8,0.39,421,7.0
14239,48138,5,119.2,0.53,479,2.0
14239,48194,8,74.3,0.59,524,2.5
14239,84836,6,89.4,0.89,450,14.0
14239,84970L,5,112.8,0.27,452,12.0
14239,84970S,5,111.0,0.46,446,12.0
14239,85099B,5,111.2,0.6,447,10.0
14239,85123A,9,74.0,0.4,597,10.7
14243,21843,5,83.5,0.36,336,1.2
14243,22139,5,46.5,0.42,187,3.0
14243,22296,5,94.8,1.03,380,14.4
14243,22464,6,59.6,0.51,300,18.0
14243,22646,5,39.5,0.46,158,12.0
14243,22835,5,104.2,1.23,419,8.0
14243,82482,8,62.1,0.44,437,6.8
14243,82483,6,93.0,0.54,467,5.3
14243,82494L,7,72.3,0.55,437,12.0
14249,22470,6,44.5,0.59,179,19.7
14249,84879,5,39.0,0.61,157,19.2
14251,21790,5,13.5,1.14,55,16.8
14257,20718,5,145.2,0.48,584,12.0
14258,20685,6,128.8,0.27,646,10.0
14258,20725,5,133.5,0.35,536,24.0
14258,20914,5,125.0,0.71,502,24.0
14258,21094,6,102.0,0.58,512,96.0
14258,21931,5,100.8,0.44,403,100.0
14258,22426,5,97.0,0.4,389,25.6
14258,37446,5,107.2,0.68,431,44.8
14258,37450,8,86.9,0.41,612,20.2
14258,47566,5,119.5,0.33,479,50.0
14258,48138,7,83.3,0.72,502,12.9
14258,48185,8,87.0,0.48,612,11.2
14258,48187,6,109.6,0.49,550,11.7
14258,48194,6,122.0,0.46,612,13.3
14258,71477,5,65.8,0.55,264,33.6
14258,72760B,6,82.8,0.42,416,18.0
14258,82482,9,86.0,0.57,693,56.0
14258,82484,7,95.2,0.41,573,13.7
14258,82486,8,98.6,0.63,693,14.5
14258,82494L,17,42.7,0.5,693,54.4
14258,84212,7,103.2,0.98,622,720.0
14258,84839,5,74.5,0.67,300,10.0
14258,84880,5,137.0,0.46,550,14.4
14258,85063,5,74.5,0.48,300,6.0
14258,85099B,6,138.2,0.22,693,100.0
14258,85123A,6,99.8,1.17,502,42.7
14262,21790,6,46.0,0.5,232,16.0
14264,48194,6,91.0,0.37,456,2.3
14275,85123A,5,52.5,0.54,211,38.4
14276,20728,5,119.5,0.3,479,10.0
14282,20713,7,86.2,0.73,520,30.0
14282,20717,6,111.0,0.49,557,21.7
14282,20718,7,92.3,0.65,557,20.0
14282,20719,6,87.2,0.76,438,16.7
14282,20724,9,79.9,0.7,643,26.7
14282,21928,7,71.8,0.79,434,18.6
14282,21929,5,109.2,1.22,438,30.0
14282,21931,8,92.9,0.86,654,38.8
14282,22355,6,105.6,0.92,530,35.0
14282,22356,6,100.8,0.69,506,18.3
14282,22411,5,111.8,0.62,448,48.0
14282,23203,7,32.0,0.57,194,14.3
14282,23204,5,51.5,1.35,207,16.0
14282,85099B,7,96.3,1.2,580,35.7
14282,85099C,7,108.3,0.51,654,62.9
14286,16161U,5,177.8,0.31,712,25.0
14286,21507,5,172.2,0.3,689,16.8
14286,22027,5,172.2,0.3,689,14.4
14286,22029,5,172.2,0.3,689,14.4
14289,48194,5,69.8,0.59,280,6.0
14291,20726,7,102.7,0.56,619,10.0
14291,20750,5,129.8,0.58,519,2.0
14291,21731,6,132.4,0.4,664,14.0
14291,21790,6,111.0,0.07,557,12.0
14291,22027,5,154.5,0.2,619,14.4
14291,22029,9,77.0,0.44,619,14.7
14291,22045,5,138.2,0.35,554,25.0
14291,22138,8,103.7,0.56,728,3.8
14291,22139,11,72.5,0.59,728,4.4
14291,22382,10,68.3,0.36,619,10.0
14291,22492,8,80.4,0.28,566,36.0
14291,22561,5,138.2,0.42,554,12.0
14291,22617,7,102.8,0.61,619,3.0
14291,22629,8,70.4,0.3,495,12.0
14291,22630,6,87.4,0.28,439,12.0
14291,22662,8,59.6,0.35,419,10.0
14291,22708,6,83.4,0.32,419,25.0
14291,22712,5,104.5,0.61,419,12.0
14291,22899,6,83.4,0.44,419,6.3
14291,84559A,5,87.0,0.34,349,12.0
14291,84559B,5,87.0,0.34,349,12.0
14292,22423,8,83.7,0.35,590,13.8
14293,22111,5,181.0,0.93,726,10.8
14298,15036,10,63.1,0.76,573,88.8
14298,17038,5,111.5,0.56,447,140.0
14298,17084R,6,105.4,0.92,529,156.0
14298,17091J,5,131.5,0.65,529,43.2
14298,18094C,6,96.2,0.43,482,16.0
14298,18098C,6,48.8,0.42,245,12.0
14298,20711,10,63.9,0.79,579,23.0
14298,20712,11,59.5,0.89,600,32.7
14298,20713,9,82.5,0.74,664,30.0
14298,20719,14,45.5,0.46,600,32.1
14298,20723,14,45.5,0.5,600,30.0
14298,20724,15,42.3,0.56,600,32.0
14298,20750,7,46.7,0.5,283,6.6
14298,21033,11,51.9,0.56,472,39.1
14298,21065,5,34.8,0.64,140,57.6
14298,21100,6,44.5,0.4,181,43.3
14298,21137,8,91.1,0.58,642,27.0
14298,21355,5,71.0,0.69,286,14.4
14298,21733,9,55.6,0.68,447,28.0
14298,21908,5,65.8,0.23,264,12.0
14298,21928,11,49.8,0.78,503,25.5
14298,21929,13,54.8,0.68,664,26.9
14298,21930,12,59.8,0.71,664,25.8
14298,21931,15,46.9,0.72,664,44.7
14298,21934,5,165.5,1.42,664,16.0
14298,21935,7,95.0,1.41,573,25.7
14298,22041,8,84.4,0.69,594,30.0
14298,22064,6,83.8,0.54,420,12.0
14298,22197,15,43.5,0.49,572,46.9
14298,22219,6,76.4,0.36,384,36.0
14298,22224,6,57.4,0.29,289,11.3
14298,22355,17,36.9,0.53,600,42.4
14298,22356,15,42.3,0.56,600,30.7
14298,22377,5,107.8,0.61,432,22.0
14298,22385,13,54.8,0.74,664,22.3
14298,22386,12,52.2,0.73,579,35.8
14298,22411,13,53.1,0.69,643,28.5
14298,22423,11,44.4,0.54,447,14.4
14298,22464,6,66.6,0.47,336,16.0
14298,22608,6,61.2,0.92,307,126.0
14298,22609,5,34.8,0.64,140,136.8
14298,22610,5,75.0,0.73,301,136.8
14298,22661,10,42.8,0.55,390,28.0
14298,22663,7,69.5,0.8,420,27.1
14298,22697,5,110.2,0.68,442,9.6
14298,22699,6,88.0,0.87,442,24.0
14298,22804,5,84.0,0.31,338,17.6
14298,35160,5,37.2,0.18,151,43.2
14298,40001,6,105.2,0.71,529,46.0
14298,40016,6,56.6,0.7,286,152.0
14298,47503A,5,54.5,0.52,218,57.6
14298,62018,8,72.0,1.46,507,33.0
14298,71477,6,96.0,0.85,482,14.7
14298,72225C,8,77.7,0.8,547,69.0
14298,72232,11,47.9,0.56,482,69.8
14298,72741,5,120.0,0.99,482,32.4
14298,79163,5,100.8,1.22,405,100.8
14298,79164,5,86.5,0.81,349,110.4
14298,79302M,9,54.8,0.63,442,15.6
14298,79321,10,48.4,0.82,442,15.6
14298,82001S,9,79.8,0.65,642,25.3
14298,82600,5,71.8,0.66,289,12.0
14298,84029G,5,109.5,1.06,439,11.2
14298,84050,6,85.2,1.1,428,28.0
14298,84212,8,72.0,0.83,507,282.0
14298,84596B,6,105.2,1.18,529,25.3
14298,84660B,5,64.8,0.22,261,58.0
14298,84692,7,98.5,0.46,594,200.0
14298,84755,6,105.4,0.56,529,46.7
14298,84950,7,87.7,0.46,529,42.9
14298,84970S,5,131.8,0.77,529,26.4
14298,85099B,12,54.0,0.83,600,36.7
14298,85099C,9,60.0,0.7,484,27.8
14298,85099F,10,59.3,0.68,538,26.0
14298,85123A,11,47.9,0.64,482,25.1
14298,85224,9,37.3,0.34,265,80.0
14298,85230A,11,54.0,0.39,547,52.4
14298,85230B,9,59.6,0.49,482,58.7
14298,85230E,11,47.6,0.49,482,78.5
14298,85230F,8,43.7,0.47,310,57.0
14298,85230G,11,54.1,0.54,547,56.7
14299,21164,7,58.4,0.4,294,17.1
14299,21166,6,124.2,0.87,623,20.0
14299,21519,7,40.3,0.34,244,22.3
14299,21790,6,115.4,0.72,580,14.0
14299,21843,9,33.6,0.52,272,16.0
14299,21889,7,114.5,1.35,690,13.7
14299,22189,7,121.3,0.82,729,32.0
14299,22195,5,182.0,0.82,729,41.6
14299,22196,6,124.0,1.25,623,42.7
14299,22423,12,45.2,1.21,502,17.1
14299,22865,5,103.5,0.97,416,31.2
14299,84992,5,53.2,0.42,215,48.0
14307,84879,5,134.0,0.73,538,9.6
14309,22423,6,108.2,0.33,542,3.2
14309,22697,5,100.8,0.72,405,8.4
14309,22698,5,100.8,0.78,405,8.4
14309,84945,5,135.0,0.69,542,76.8
14312,22469,5,114.0,0.17,457,14.4
14315,22300,5,147.0,0.61,589,12.0
14315,22301,5,147.0,0.61,589,10.8
14315,22302,5,147.0,0.6,589,14.4
14315,22303,5,147.0,0.6,589,14.4
14329,20727,6,133.0,0.7,666,10.0
14329,20728,5,158.5,0.04,634,10.0
14329,21390,6,114.6,0.48,575,24.0
14329,21523,9,78.8,0.39,634,2.4
14329,21544,6,132.8,0.88,666,12.0
14329,21754,6,96.8,0.64,487,3.0
14329,21931,5,129.5,0.2,519,10.0
14329,22382,5,158.2,0.4,634,10.0
14329,22383,7,105.2,0.5,634,10.0
14329,22384,5,135.5,0.43,543,10.0
14329,22385,5,158.5,0.4,634,10.0
14329,22423,5,132.0,0.85,529,3.4
14329,22469,5,61.8,0.37,249,12.0
14329,22470,6,93.4,0.71,470,6.0
14329,48194,5,129.2,0.58,519,2.8
14329,85066,5,88.2,0.47,354,2.4
14334,20982,5,86.8,0.46,349,12.0
14334,21523,6,80.6,0.76,406,2.0
14334,22077,7,73.8,0.28,446,12.0
14334,22171,6,94.4,0.33,475,2.0
14334,22227,5,93.8,0.62,377,24.0
14334,22457,9,59.8,0.52,483,6.0
14334,22469,6,72.4,0.47,365,32.7
14334,48187,6,96.0,0.53,483,2.3
14334,84945,8,78.3,0.28,551,21.0
14341,20725,5,99.5,0.13,399,10.0
14341,22189,5,85.8,0.78,345,4.0
14341,22386,5,111.5,0.61,448,10.0
14341,22411,6,106.2,0.17,533,10.0
14341,85099B,9,84.5,0.28,679,11.1
14341,85099F,5,101.0,0.11,406,10.0
14344,22457,5,25.2,0.3,103,10.8
14344,22465,7,41.0,0.77,250,11.3
14344,22469,5,55.0,0.67,221,13.2
14344,84880,8,36.1,0.81,257,3.5
14344,84971S,5,68.8,0.71,277,43.2
14344,85123A,16,32.7,0.83,498,10.5
14367,20725,5,39.5,0.25,160,10.0
14367,20727,7,44.3,0.78,267,8.9
14367,20728,5,63.0,0.27,254,8.6
14367,20829,7,31.3,0.42,190,7.4
14367,22083,5,63.0,0.43,254,6.2
14367,22382,5,47.2,0.4,190,8.6
14367,22384,7,36.8,0.59,224,9.0
14367,22386,7,26.2,0.54,160,11.4
14367,22720,5,66.2,0.27,267,3.0
14367,23184,5,47.2,0.37,190,6.0
14367,23199,6,40.4,0.61,203,10.0
14367,23200,5,43.8,0.61,176,10.0
14367,23203,5,18.5,0.3,76,14.0
14367,23206,5,39.5,0.25,160,10.0
14367,23209,6,32.0,0.49,162,10.0
14367,23298,7,33.3,0.54,203,7.9
14367,23301,5,18.8,0.49,76,12.0
14367,47566,8,37.9,0.5,267,7.0
14367,47590B,5,49.8,0.41,200,4.6
14367,85099B,6,40.0,0.33,203,13.3
14388,20725,6,80.8,0.69,406,10.0
14388,21212,7,67.5,0.43,406,24.0
14388,21217,10,72.1,0.57,653,1.3
14388,21843,8,51.3,0.57,363,1.2
14388,21931,15,46.1,0.41,653,10.7
14388,22328,8,69.7,0.47,490,6.0
14388,22383,9,68.8,0.4,553,10.0
14388,22385,7,81.3,0.75,490,10.0
14388,22386,7,44.8,0.16,272,11.4
14388,22411,11,63.0,0.54,634,10.0
14388,22423,11,50.1,0.46,505,1.5
14388,23201,5,41.5,0.25,167,12.0
14388,84991,5,67.5,0.34,272,24.0
14388,85099B,11,67.5,0.54,678,11.8
14388,85099C,8,84.7,0.65,597,10.0
14388,85099F,5,101.2,0.58,406,10.0
14389,22383,5,130.8,0.49,525,12.0
14390,20718,6,82.4,0.78,414,7.0
14390,21479,7,66.8,1.0,403,5.7
14390,21930,5,87.5,0.49,352,5.6
14390,22110,6,82.4,0.88,414,4.7
14390,22112,8,57.1,0.76,403,9.0
14390,22174,5,100.5,0.54,403,6.2
14390,22197,5,57.0,0.62,229,11.2
14390,22372,6,82.6,1.05,414,2.8
14390,22374,5,103.2,0.82,414,2.4
14390,22385,5,100.5,1.44,403,5.2
14390,22386,5,54.0,0.44,217,7.0
14390,22470,5,103.2,0.83,414,4.2
14390,22835,8,58.7,1.1,414,6.4
14390,84997A,6,80.2,0.83,403,2.7
14390,84997B,7,66.8,1.0,403,2.6
14390,84997C,6,82.6,1.42,414,2.5
14390,84997D,8,58.9,0.72,414,4.1
14390,85099B,10,45.7,0.87,414,7.5
14390,85099F,5,54.0,0.44,217,7.4
14395,20702,6,106.8,0.38,537,3.7
14395,20981,8,47.9,0.33,337,5.9
14395,21034,5,107.2,1.11,431,1.0
14395,21080,5,72.0,0.5,289,6.6
14395,21166,11,58.4,0.56,587,6.4
14395,21169,7,78.2,0.41,470,8.6
14395,21172,5,88.5,0.74,355,5.8
14395,21175,9,58.5,0.61,470,6.0
14395,21485,6,117.0,0.66,587,2.8
14395,21899,6,111.4,0.65,558,14.7
14395,21900,7,95.7,0.79,575,10.9
14395,21901,7,95.7,0.79,575,13.4
14395,21907,5,102.8,0.27,412,6.4
14395,21908,5,130.0,0.7,521,5.6
14395,22055,5,66.2,1.54,266,2.4
14395,22112,5,96.5,0.66,386,4.8
14395,22114,5,146.2,0.8,587,4.2
14395,22171,5,146.5,1.0,587,2.2
14395,22173,7,81.0,1.1,488,9.1
14395,22275,6,36.2,0.85,182,4.2
14395,22276,7,86.7,0.95,521,4.0
14395,22277,6,65.6,1.13,329,4.0
14395,22469,6,82.2,0.56,412,6.8
14395,22470,8,69.4,0.62,488,5.6
14395,22505,8,79.3,0.29,558,3.8
14395,22507,13,48.7,0.58,587,3.8
14395,22508,7,89.7,0.98,540,3.0
14395,22804,5,84.5,0.84,339,2.6
14395,47566,5,47.5,0.65,192,5.0
14395,82482,8,74.0,0.54,521,5.6
14395,82483,11,59.4,0.55,598,3.1
14395,82486,12,54.0,0.74,598,2.3
14395,82494L,6,103.8,0.77,521,4.5
14395,82581,5,102.8,0.58,412,5.0
14395,82582,8,73.6,0.57,517,5.5
14395,82583,7,88.0,0.79,530,6.0
14395,84520B,6,50.8,0.95,255,5.3
14395,84755,6,79.6,0.92,400,12.0
14395,84849D,5,85.5,0.54,344,4.4
14395,85123A,7,86.7,1.26,521,3.1
14395,85152,7,71.3,0.34,431,6.1
14395,85214,5,88.2,0.94,354,1.4
14396,20828,5,167.8,0.74,672,4.4
14396,85123A,5,167.8,0.74,672,6.4
14397,20846,7,34.7,1.11,210,15.4
14397,22178,16,13.6,0.67,210,36.8
14397,22478,7,24.0,0.79,146,14.3
14397,23144,12,18.7,0.8,210,30.0
14397,23145,8,29.6,0.95,210,19.5
14397,82484,9,19.2,0.46,157,4.2
14397,84946,8,29.0,0.82,207,19.5
14399,21231,5,41.8,0.67,168,5.4
14399,21754,5,54.8,0.58,221,3.2
14399,22083,6,55.6,0.69,280,5.8
14399,85123A,5,69.8,0.26,280,32.0
14401,21158,6,20.4,0.91,104,32.0
14401,21159,6,20.4,0.91,104,32.0
14401,21163,5,11.2,0.36,46,33.6
14401,21165,7,99.0,0.6,596,34.3
14401,21382,6,14.6,0.37,75,30.0
14401,22268,5,21.2,0.65,86,76.8
14401,22286,5,18.5,0.48,75,43.2
14401,48111,8,58.3,0.77,410,11.2
14401,82483,7,91.8,0.32,553,14.9
14401,82486,10,70.7,0.66,641,9.4
14404,20725,6,85.8,0.98,431,25.2
14404,20726,7,86.5,0.45,521,17.1
14404,20727,9,64.8,0.48,521,14.0
14404,22382,5,95.0,0.88,381,14.0
14408,21166,7,102.8,0.61,619,37.7
14408,21175,9,89.9,0.6,721,30.7
14408,21181,7,106.0,0.6,637,43.0
14408,82600,6,120.0,0.51,601,28.0
14408,85152,9,68.4,0.84,550,25.6
14409,85099B,7,82.0,0.55,496,12.9
14409,85099F,5,103.0,0.63,414,12.0
14414,20984,5,9.5,0.44,39,67.2
14415,20685,14,50.6,0.5,663,1.7
14415,20712,7,83.2,0.54,502,3.6
14415,20713,8,78.0,1.01,550,4.2
14415,20725,8,78.1,0.57,550,4.8
14415,20726,8,68.1,0.68,480,4.1
14415,20728,7,103.5,0.39,622,3.4
14415,20914,14,50.5,0.58,663,2.9
14415,21181,5,150.8,0.49,604,10.6
14415,21257,5,85.5,0.82,343,1.8
14415,21314,12,65.1,0.76,722,5.0
14415,21407,9,84.6,0.8,680,1.4
14415,21430,5,119.5,1.01,480,1.6
14415,21481,7,119.7,1.13,722,1.9
14415,21485,10,79.7,1.14,722,1.9
14415,21527,5,89.5,1.1,361,1.6
14415,21533,8,88.9,0.71,625,1.5
14415,21535,10,68.6,0.73,622,2.2
14415,21668,5,80.8,0.48,325,8.4
14415,21671,5,80.8,0.48,325,8.4
14415,21733,6,132.2,0.85,663,6.2
14415,21843,9,64.8,0.47,522,1.2
14415,21928,14,42.4,0.5,557,6.3
14415,21929,13,46.0,0.5,557,5.2
14415,21931,13,51.5,0.47,622,7.2
14415,22070,7,79.5,1.03,480,2.1
14415,22082,5,155.8,0.53,625,5.2
14415,22110,6,132.2,0.82,663,1.5
14415,22111,9,89.6,1.06,722,2.0
14415,22112,7,109.8,1.11,663,2.0
14415,22113,9,51.0,1.43,413,6.0
14415,22151,9,77.5,0.45,622,34.7
14415,22173,6,112.8,0.97,567,3.3
14415,22189,9,82.5,0.71,663,2.8
14415,22199,6,144.0,0.83,722,1.8
14415,22203,5,180.0,0.65,722,2.4
14415,22207,6,109.6,1.17,550,1.7
14415,22244,6,90.4,0.51,453,5.8
14415,22300,6,95.4,0.6,480,6.0
14415,22301,5,137.0,0.77,550,6.0
14415,22302,7,119.7,0.72,722,6.9
14415,22303,7,119.8,0.54,722,6.0
14415,22382,6,124.2,0.51,622,6.5
14415,22383,10,62.4,0.65,567,5.5
14415,22384,6,100.0,0.75,502,4.7
14415,22385,8,86.0,0.59,604,7.9
14415,22386,11,53.5,0.43,539,6.3
14415,22411,18,38.5,0.46,663,5.4
14415,22469,6,101.4,0.57,509,5.3
14415,22470,5,104.0,0.57,417,4.0
14415,22551,5,149.2,0.83,599,3.2
14415,22554,6,119.4,1.08,599,2.3
14415,22556,8,85.1,1.32,599,3.1
14415,22557,5,59.2,0.54,239,3.2
14415,22662,8,62.3,0.36,438,3.9
14415,22663,9,54.5,0.66,438,4.9
14415,22690,7,79.8,0.41,481,1.4
14415,22865,5,107.0,1.37,430,6.2
14415,22866,6,85.4,1.47,430,4.7
14415,22867,5,100.0,1.36,403,5.2
14415,23184,6,46.0,0.47,232,2.7
14415,23202,7,32.5,0.25,196,8.1
14415,23203,5,38.2,0.57,155,8.0
14415,23208,5,57.5,0.44,232,5.0
14415,23254,5,58.0,0.34,232,3.0
14415,82582,6,144.0,0.54,722,7.5
14415,84792,10,79.7,0.73,722,3.5
14415,84836,7,110.0,0.81,663,12.0
14415,84849A,5,106.0,0.57,425,2.6
14415,84849B,6,47.4,0.56,239,3.5
14415,84849D,7,48.7,0.49,296,3.4
14415,84970L,5,75.5,0.73,304,12.0
14415,84970S,7,89.7,0.79,541,13.7
14415,84997A,6,47.4,0.29,239,2.2
14415,84997B,5,104.2,0.44,419,2.0
14415,84997C,6,111.0,0.69,557,1.8
14415,84997D,8,96.7,0.75,680,1.6
14415,85014B,5,154.8,0.71,622,2.6
