cid,stock,n,mean_iv,cv,span,mean_qty
12731,22352,9,71.6,0.36,577,18.2
15078,22385,7,46.8,0.36,283,10.0
17428,84991,5,71.0,0.36,285,24.0
12726,22531,7,59.2,0.36,358,68.6
17323,21977,6,135.4,0.36,679,3.8
15159,82483,6,43.6,0.36,220,12.7
14112,85099B,7,101.8,0.36,614,12.9
17644,21670,6,107.8,0.36,541,12.0
12682,21936,9,66.6,0.36,537,6.1
12867,20725,8,67.4,0.36,475,3.6
14243,21843,5,83.5,0.36,336,1.2
15998,22489,5,66.5,0.36,268,4.6
15023,48188,9,83.5,0.36,671,1.8
17231,90162D,5,119.5,0.36,480,2.4
16686,22466,6,104.4,0.36,525,1.7
14688,21934,9,28.6,0.36,233,17.8
16729,22727,11,18.3,0.36,187,4.9
14298,22219,6,76.4,0.36,384,36.0
15034,22567,5,85.5,0.36,344,4.6
17673,22149,9,60.1,0.36,484,4.6
15640,22109,10,79.7,0.36,720,16.1
16409,82599,6,81.2,0.36,408,2.2
15311,22771,7,37.0,0.36,225,72.0
12867,85175,9,58.9,0.36,475,28.4
14291,22382,10,68.3,0.36,619,10.0
14044,85152,5,125.5,0.36,503,1.0
14047,22467,5,141.2,0.36,566,18.0
15298,22468,7,97.3,0.36,586,4.6
14769,22507,5,44.8,0.36,182,3.6
15245,22456,6,91.6,0.36,461,25.0
15260,20723,5,50.0,0.36,200,10.0
14709,23203,9,24.5,0.36,200,16.7
15606,79160,6,105.0,0.36,528,30.0
16626,21417,6,52.6,0.36,265,20.0
15059,21908,7,80.3,0.36,485,2.3
14709,23202,9,24.5,0.36,200,17.8
14769,22815,5,44.8,0.36,182,14.4
17160,21232,8,51.3,0.36,361,13.5
14709,21754,8,50.4,0.36,357,3.2
16143,21174,5,181.2,0.36,726,14.4
16143,82600,5,181.2,0.36,726,12.0
17799,20828,8,83.4,0.36,586,4.2
16456,21174,5,66.0,0.36,265,6.0
16327,47559B,6,62.8,0.36,316,6.0
14159,21231,7,115.5,0.36,695,4.6
16241,21430,5,82.0,0.36,329,1.2
12562,22662,5,47.2,0.36,190,10.0
15493,22066,5,100.8,0.36,405,3.4
15544,21987,6,103.6,0.36,519,14.0
16265,22960,5,65.0,0.36,261,6.0
18225,48138,7,42.3,0.36,257,6.0
13081,22434,5,76.8,0.36,308,11.2
16983,22570,7,57.7,0.36,349,9.4
12540,21210,6,122.8,0.36,617,12.0
14606,21661,9,37.4,0.36,302,1.0
15785,21213,5,161.0,0.36,646,24.0
12490,22303,5,132.0,0.36,529,9.6
12481,22895,5,57.2,0.36,231,19.2
16748,22355,5,142.0,0.36,570,12.0
14895,84991,5,179.8,0.36,721,26.4
17107,85123A,6,104.0,0.36,522,48.0
13078,79321,7,116.0,0.36,699,24.0
13534,48185,5,50.0,0.36,201,2.4
13571,21166,5,149.0,0.36,597,2.4
13081,21232,7,92.2,0.36,554,15.4
16241,21929,7,39.3,0.36,238,1.3
14735,22729,7,46.7,0.36,283,6.3
16409,21212,7,95.3,0.36,575,4.4
15727,21212,7,89.7,0.36,540,17.3
13081,21212,11,68.9,0.36,695,32.7
17739,22366,6,129.0,0.36,648,10.0
13599,84406B,6,84.0,0.36,337,21.2
12553,20725,6,60.2,0.36,304,11.7
13599,23203,5,46.2,0.36,187,16.0
16409,84992,6,81.0,0.36,408,5.0
12490,22356,6,126.6,0.36,635,11.7
14841,85099C,5,147.5,0.36,591,14.0
15513,22423,5,101.8,0.36,409,16.0
14606,22532,5,131.0,0.36,526,1.2
13081,84692,12,62.6,0.36,695,39.6
13381,82552,5,132.8,0.37,533,14.4
15998,22536,5,69.2,0.37,279,5.2
13564,82567,5,64.8,0.37,261,9.0
17428,20723,6,118.8,0.37,596,28.3
17596,21918,7,109.7,0.37,661,12.6
16242,21754,5,62.8,0.37,253,5.4
13381,22077,9,66.1,0.37,533,16.0
15059,22413,8,80.0,0.37,563,3.2
17913,21613,5,61.2,0.37,246,3.2
13225,48185,8,54.7,0.37,384,30.0
14031,84678,6,59.6,0.37,299,4.2
14239,21535,5,138.5,0.37,556,7.2
17107,22698,6,72.2,0.37,364,2.5
15615,21929,5,66.2,0.37,267,12.0
17083,22090,5,121.5,0.37,487,10.4
18094,21175,7,103.0,0.37,619,18.0
13313,22302,5,131.5,0.37,528,7.2
15719,82551,6,36.0,0.37,182,1.0
12709,21916,5,171.2,0.37,687,30.0
16186,23209,7,31.0,0.37,188,12.9
17802,85099B,5,129.0,0.37,517,4.4
13098,23202,5,50.2,0.37,203,100.0
17596,15034,5,70.8,0.37,284,79.2
17673,21907,7,70.7,0.37,427,2.6
12682,23209,9,22.4,0.37,183,11.1
15660,20728,5,126.0,0.37,507,10.0
14085,22569,6,48.6,0.37,244,8.0
13969,22726,7,66.3,0.37,400,4.3
12867,20971,8,88.9,0.37,626,4.5
13381,20914,10,69.6,0.37,630,6.6
14911,20725,10,73.0,0.37,660,11.0
17340,22413,7,78.2,0.37,470,12.9
12935,48194,6,57.2,0.37,287,2.0
14049,22493,5,90.2,0.37,362,4.2
14264,48194,6,91.0,0.37,456,2.3
14562,71459,5,62.2,0.37,249,7.6
15596,22501,5,70.8,0.37,284,3.2
13542,22365,8,38.6,0.37,272,1.2
14895,22139,6,84.2,0.37,423,8.0
15039,22668,5,80.2,0.37,323,5.0
13888,85123A,5,113.5,0.37,455,5.4
17581,85099B,12,59.3,0.37,656,23.3
13081,21507,8,44.7,0.37,316,18.0
12553,21931,6,60.2,0.37,304,10.0
17139,22661,8,67.0,0.37,472,18.8
16131,22112,5,136.0,0.37,545,24.0
15694,20749,8,75.0,0.37,528,16.5
15290,21704,8,92.0,0.37,649,25.5
16719,20829,8,75.9,0.37,535,2.9
16007,84536A,5,123.2,0.37,495,5.6
13097,22625,6,106.8,0.37,537,1.5
17861,21497,5,167.8,0.37,674,30.0
16891,37508,5,60.8,0.37,244,1.2
16327,21260,10,71.1,0.37,645,4.4
17581,22411,14,51.5,0.37,675,13.6
13092,21055,7,72.7,0.37,440,2.3
13081,20725,13,57.5,0.37,695,19.2
15611,22423,8,46.7,0.37,331,4.6
17315,85123A,5,63.0,0.37,254,3.4
14085,22570,6,48.6,0.37,244,7.5
14367,23184,5,47.2,0.37,190,6.0
15329,21232,6,136.8,0.37,686,12.0
15023,21754,5,90.5,0.37,363,3.2
15518,22727,5,78.2,0.37,314,4.0
14329,22469,5,61.8,0.37,249,12.0
16722,22437,5,93.2,0.37,375,24.0
18225,22077,12,42.5,0.37,475,16.0
18223,21232,7,98.2,0.37,592,68.6
14194,21314,6,49.2,0.37,247,9.3
14465,47599B,5,89.0,0.37,358,19.2
15358,21679,9,79.6,0.37,640,12.0
12759,21733,5,114.5,0.37,459,8.4
17802,21931,5,129.0,0.37,517,3.0
16678,22996,5,59.5,0.37,239,48.0
15998,21988,6,120.0,0.37,602,3.5
17059,21929,6,102.2,0.37,513,1.5
12721,POST,8,62.3,0.37,440,2.6
15547,21533,5,75.0,0.37,301,1.0
14194,21931,8,78.6,0.37,553,10.0
17323,21430,6,84.2,0.37,422,2.2
15379,84879,5,47.5,0.37,192,16.0
15719,20713,6,54.8,0.37,276,1.8
16327,22384,6,78.0,0.37,392,10.3
15078,22379,20,34.1,0.37,654,10.5
14156,21777,6,43.0,0.37,216,46.0
15628,22147,5,125.5,0.37,504,14.4
17180,22062,5,65.5,0.37,264,1.6
14911,22555,6,104.6,0.37,525,12.0
13319,21533,7,81.2,0.37,490,3.0
16086,21621,5,133.8,0.37,537,2.6
17511,21094,7,101.2,0.37,610,109.7
12748,22192,5,97.0,0.37,390,1.0
17576,84670,7,44.0,0.37,265,13.7
14646,22028,5,147.2,0.37,590,24.0
13077,22212,5,62.0,0.37,249,3.2
17863,22714,5,66.8,0.37,268,19.2
16719,84360,8,63.4,0.37,447,2.0
13999,21240,6,70.6,0.37,355,9.3
15747,22295,5,54.2,0.37,219,10.8
17511,21500,8,91.4,0.37,643,25.0
13157,20728,6,104.8,0.37,525,13.3
12731,20725,10,46.0,0.37,418,21.0
16258,48138,6,100.0,0.37,502,15.0
14156,22839,5,50.2,0.37,202,17.6
14451,21212,7,38.0,0.37,230,1.9
16115,22720,5,54.5,0.37,220,2.0
13735,21746,5,108.0,0.37,434,11.2
12484,POST,6,128.8,0.37,647,4.8
14194,23203,7,33.8,0.37,205,10.0
15529,21918,5,92.5,0.37,371,7.8
16383,85040B,5,79.8,0.37,321,4.4
15382,22088,5,137.0,0.37,550,9.6
15382,21975,5,137.0,0.37,550,24.0
14101,22190,10,60.4,0.37,547,50.4
13178,22384,16,40.7,0.37,619,15.0
13004,20724,7,83.2,0.37,501,10.0
14422,21755,5,53.2,0.37,215,4.2
15998,21166,6,94.6,0.37,476,1.2
16327,84946,9,50.6,0.37,409,12.8
13426,48111,6,144.0,0.37,722,10.0
14769,21754,6,89.2,0.37,447,2.8
15061,22023,9,43.3,0.37,306,56.0
15615,82551,6,120.0,0.37,602,12.0
13178,22383,15,43.6,0.37,619,20.7
13089,22631,6,78.2,0.37,394,12.0
13408,22355,8,40.1,0.37,283,27.5
15529,23202,5,46.2,0.37,187,1.6
12779,22055,5,174.5,0.37,699,11.2
13408,22456,7,103.3,0.37,622,11.1
14107,21786,7,105.2,0.37,634,24.0
14107,21754,5,100.5,0.37,403,4.8
14101,85178,6,65.0,0.37,326,40.0
16033,48129,7,62.3,0.37,377,1.4
14107,20727,7,105.2,0.37,634,10.0
17508,84879,5,64.2,0.38,258,11.2
17673,40001,7,93.5,0.38,563,22.3
17469,21870,5,59.2,0.38,237,12.0
12872,84625C,7,61.3,0.38,370,2.7
17673,21908,9,70.0,0.38,563,2.9
17841,21156,5,81.0,0.38,325,2.6
15023,48194,10,74.1,0.38,671,1.6
17596,16011,10,67.3,0.38,609,83.0
13081,21213,11,66.0,0.38,665,43.6
18075,21916,5,97.2,0.38,392,24.0
16422,47599B,6,97.6,0.38,489,152.7
15580,22045,5,45.0,0.38,181,25.0
17340,85150,5,74.0,0.38,297,20.4
17591,22192,5,73.0,0.38,293,2.8
12682,22321,6,88.8,0.38,446,14.0
14032,22970,7,54.8,0.38,333,6.9
17426,22411,6,130.0,0.38,652,10.0
13269,82482,6,85.2,0.38,427,17.0
13599,85099B,6,162.8,0.38,653,31.7
17873,21166,5,76.0,0.38,305,24.0
15544,21988,5,106.8,0.38,428,14.4
13451,22243,6,119.8,0.38,601,3.3
17735,22328,8,41.3,0.38,292,6.8
14099,21181,6,132.2,0.38,664,6.5
17511,22169,14,50.0,0.38,657,13.1
12779,22063,5,152.2,0.38,611,9.6
13081,22435,10,61.1,0.38,554,25.8
14194,22178,8,37.0,0.38,261,12.0
13136,84997D,5,129.2,0.38,518,5.6
17160,22271,8,51.1,0.38,361,7.5
12759,22382,6,102.0,0.38,512,10.0
13137,22082,5,99.2,0.38,398,2.0
17059,21164,5,107.8,0.38,433,1.8
17644,20685,5,164.8,0.38,660,2.4
16333,21915,11,33.0,0.38,302,738.2
14732,21755,8,76.3,0.38,536,6.0
14755,22139,6,116.6,0.38,585,3.0
18145,20983,5,104.2,0.38,418,12.0
16085,22549,6,118.6,0.38,595,2.5
17191,82583,7,75.7,0.38,457,2.9
13174,84792,5,91.0,0.38,366,2.6
13183,22670,5,49.0,0.38,199,12.0
14198,48187,5,115.8,0.38,464,2.0
13081,21949,5,110.2,0.38,443,14.4
17457,85036A,7,79.5,0.38,479,23.1
14044,22243,5,136.0,0.38,545,1.6
16145,20914,10,60.0,0.38,543,7.2
16558,22699,5,64.8,0.38,260,6.0
16143,22667,5,126.5,0.38,508,7.2
12867,22382,7,78.8,0.38,475,3.9
12708,21578,5,117.2,0.38,470,7.2
17673,21162,5,122.2,0.38,492,3.0
15271,22464,5,62.5,0.38,251,10.8
12867,21877,7,92.3,0.38,557,8.6
13246,84970S,5,69.2,0.38,278,19.2
12867,21224,7,94.0,0.38,566,3.7
13520,22242,5,79.8,0.38,320,14.4
17667,85099B,7,97.5,0.38,588,10.0
14769,22467,5,135.8,0.38,544,4.2
12867,20967,6,79.4,0.38,400,3.0
16409,21288,9,85.6,0.38,690,2.2
14062,85152,8,80.4,0.38,566,37.5
12417,22624,7,89.0,0.38,537,2.3
14085,21498,6,100.2,0.38,502,37.5
17652,22197,8,36.0,0.38,255,18.0
15601,21754,13,43.8,0.38,532,4.2
17675,22295,5,45.2,0.38,182,31.2
17673,82582,6,88.2,0.38,444,3.2
16409,20762,8,98.1,0.38,690,1.1
17581,85099F,11,65.2,0.38,656,15.5
17139,48111,5,143.5,0.38,575,10.0
14961,21989,5,76.2,0.38,307,12.0
13089,21916,6,44.8,0.38,225,24.0
15358,22570,6,97.6,0.38,490,4.7
13448,82583,6,130.2,0.38,653,7.7
14911,21035,6,84.0,0.38,422,7.0
13798,20727,8,73.0,0.38,515,100.0
15856,21907,6,90.6,0.38,456,9.3
12472,21914,8,83.0,0.38,585,16.5
13784,84970S,6,78.2,0.38,392,46.0
16918,22294,5,78.0,0.38,314,9.0
16940,85099B,5,152.0,0.38,609,4.0
13564,20711,12,23.2,0.38,261,10.0
15513,22471,5,52.8,0.38,212,9.4
13089,22772,7,49.5,0.38,301,15.4
15513,22605,9,70.1,0.38,564,6.9
13089,22045,5,126.0,0.38,505,25.0
16422,21988,6,84.2,0.38,423,168.0
13658,21930,6,132.2,0.38,662,18.3
12472,21915,8,80.1,0.38,565,16.5
12935,21212,6,120.4,0.38,605,24.0
17719,21534,6,43.0,0.38,217,3.0
16940,22411,5,152.0,0.38,609,3.6
15498,22383,8,67.9,0.38,478,12.5
13082,15036,6,111.4,0.38,560,602.0
13047,84969,10,45.9,0.38,417,7.2
17581,23199,5,53.0,0.38,213,28.0
17231,85049C,7,103.8,0.38,626,2.0
16945,85099F,8,62.8,0.38,379,12.5
16705,22892,5,67.8,0.38,272,16.8
12949,82483,8,100.3,0.38,705,4.4
17377,21507,6,100.4,0.38,505,12.0
12949,82482,8,100.3,0.38,705,7.5
12676,POST,10,56.9,0.38,458,1.3
14395,20702,6,106.8,0.38,537,3.7
13381,82583,6,106.0,0.38,533,12.0
12678,22133,6,89.0,0.38,447,47.7
13327,22198,8,50.3,0.38,355,19.5
13048,22151,5,122.5,0.38,492,29.4
12676,22668,5,89.5,0.38,359,9.0
13408,21914,15,43.3,0.38,612,18.4
13426,85150,7,105.0,0.38,633,12.9
13047,21755,8,73.9,0.38,518,5.6
17365,23126,5,59.8,0.38,241,2.8
13576,22041,17,41.1,0.38,666,50.8
18230,21169,5,70.2,0.38,283,20.4
17231,90082B,6,123.8,0.38,621,1.7
16523,23203,10,21.7,0.38,200,25.0
13715,22383,6,59.4,0.38,299,8.7
13629,85099F,16,41.8,0.38,635,118.8
12916,82494L,5,106.2,0.38,426,6.8
15394,21929,5,178.0,0.38,714,12.0
13050,21314,7,110.7,0.38,667,7.4
13004,47567B,6,117.2,0.38,588,3.0
14461,84879,7,72.0,0.38,434,19.4
13969,37413,5,64.0,0.38,258,8.4
15939,22197,5,59.8,0.38,240,12.8
14505,84406B,11,68.6,0.38,692,3.3
17377,21927,5,48.0,0.38,195,1.8
16271,84991,6,124.8,0.38,627,15.8
17675,22680,5,109.2,0.38,438,12.0
16200,85099B,5,142.8,0.38,573,3.0
17404,21260,5,132.0,0.38,530,57.6
17954,20727,5,56.5,0.38,227,2.4
14844,21673,5,135.2,0.38,542,12.0
13081,20728,9,82.6,0.38,665,14.4
13077,22139,5,109.0,0.39,438,4.0
16125,20725,5,75.2,0.39,303,10.8
16503,21056,5,74.0,0.39,297,1.8
16235,84879,5,106.8,0.39,429,8.0
15555,21506,6,105.6,0.39,529,12.0
12649,POST,6,117.4,0.39,588,1.8
13081,21725,5,139.2,0.39,557,12.0
15059,82552,7,114.8,0.39,692,2.0
17365,20728,5,118.8,0.39,476,8.4
15521,22560,6,113.8,0.39,571,17.5
16712,22631,7,76.0,0.39,383,2.4
16019,22719,5,53.2,0.39,215,36.0
14713,20725,12,63.7,0.39,706,4.0
14415,20728,7,103.5,0.39,622,3.4
14239,22470,6,83.8,0.39,421,7.0
17663,21181,5,138.8,0.39,556,12.0
13319,21658,10,64.6,0.39,584,4.0
12726,21086,10,65.7,0.39,595,28.8
16743,21231,9,70.2,0.39,566,18.2
12726,21094,10,65.7,0.39,595,30.0
15615,20713,13,45.6,0.39,553,13.1
16115,22666,5,70.2,0.39,282,2.4
17428,20914,6,74.6,0.39,376,11.3
16556,22028,8,84.6,0.39,594,12.0
15228,20972,5,108.0,0.39,433,14.4
13488,84077,7,74.5,0.39,450,54.9
14849,22670,7,55.8,0.39,337,15.4
13694,21929,7,96.3,0.39,580,128.6
14640,22457,5,113.2,0.39,454,6.0
15632,22553,6,51.2,0.39,259,16.0
12779,22624,6,98.6,0.39,495,2.7
14646,20685,7,76.5,0.39,462,31.4
13742,22626,5,57.0,0.39,230,2.0
16570,22727,5,95.8,0.39,384,4.8
18055,22697,5,81.8,0.39,329,5.6
17644,23118,5,50.0,0.39,202,2.4
13743,21891,5,63.5,0.39,256,16.8
14099,82583,6,69.0,0.39,348,8.2
14755,22423,6,77.0,0.39,387,1.3
13769,21181,9,89.8,0.39,721,10.7
15810,84997B,5,125.2,0.39,502,6.4
16686,20969,7,70.7,0.39,427,1.0
15812,15056N,7,102.3,0.39,617,36.0
14871,21658,6,108.8,0.39,546,2.3
17799,85099C,5,156.2,0.39,626,4.0
15379,22381,5,53.0,0.39,214,6.0
16409,82494L,5,159.0,0.39,638,2.0
13564,85099B,17,18.2,0.39,300,11.2
13047,22623,6,87.2,0.39,437,4.5
12649,22326,6,117.4,0.39,588,19.0
13004,85099F,6,117.6,0.39,590,10.0
12472,22815,5,95.5,0.39,384,12.0
16712,22659,6,76.0,0.39,383,1.8
16125,85099B,10,34.9,0.39,319,11.0
13798,21154,6,132.0,0.39,660,144.0
14506,20685,5,83.2,0.39,335,2.0
17865,21171,7,94.5,0.39,570,15.4
14466,22423,5,98.0,0.39,395,8.2
14085,22423,5,120.2,0.39,482,1.6
14936,21955,5,118.2,0.39,475,2.8
16570,21977,7,93.2,0.39,562,37.7
16126,22652,6,74.0,0.39,372,29.3
18069,22467,5,143.0,0.39,574,1.2
13092,22622,5,67.0,0.39,269,3.8
13520,22029,6,121.2,0.39,608,12.0
17227,21080,5,63.8,0.39,256,7.0
13911,15036,6,117.8,0.39,590,122.0
13911,15034,6,117.8,0.39,590,144.0
17596,21172,6,76.4,0.39,384,5.3
14828,15036,6,95.0,0.39,478,175.3
15547,21035,5,144.0,0.39,577,1.8
17068,47591D,11,17.8,0.39,182,1.8
15601,21668,7,87.5,0.39,528,13.7
17069,20725,5,138.0,0.39,554,10.0
17404,84077,9,78.9,0.39,635,480.0
16705,82484,7,94.0,0.39,566,3.9
16705,82482,9,89.4,0.39,718,41.3
17675,85123A,35,20.9,0.39,728,34.9
14040,22692,5,110.8,0.39,445,2.2
16455,20971,5,131.0,0.39,525,21.6
13815,20719,6,128.4,0.39,642,20.0
15555,22996,7,31.0,0.39,189,7.9
15311,22151,6,61.2,0.39,308,17.5
15555,23004,7,31.0,0.39,189,8.6
13931,85099B,6,127.8,0.39,640,10.0
15093,22027,7,59.2,0.39,357,36.0
16327,72351A,8,101.1,0.39,711,2.9
15358,21507,7,113.5,0.39,683,12.0
17139,20719,7,88.8,0.39,535,20.0
14298,85230A,11,54.0,0.39,547,52.4
15998,22178,8,78.9,0.39,556,6.0
15023,48129,12,60.6,0.39,671,1.8
16422,47590B,17,39.8,0.39,644,50.0
14546,84997D,6,125.4,0.39,629,3.5
18178,20728,5,115.8,0.39,464,10.0
13319,22089,5,114.5,0.39,460,6.0
14329,21523,9,78.8,0.39,634,2.4
15513,22730,6,53.6,0.39,269,9.3
16232,47566,5,126.0,0.39,506,7.0
16713,84406B,5,104.2,0.39,418,2.0
15641,22355,5,120.8,0.39,484,10.0
17069,22383,5,138.0,0.39,554,12.0
15755,22139,5,156.5,0.39,627,4.2
12921,21244,5,129.5,0.39,519,11.2
16684,22659,10,42.0,0.39,381,201.2
18069,79321,5,90.2,0.39,363,5.2
13269,21213,5,100.0,0.39,401,20.8
14692,20970,5,119.5,0.39,480,2.6
15421,84997D,5,128.8,0.39,516,6.6
14040,85123A,6,69.8,0.39,352,28.3
13451,20723,5,125.0,0.39,502,4.2
15358,22501,6,45.4,0.39,230,2.3
13520,POST,11,66.0,0.39,663,2.8
16393,23199,8,33.3,0.39,236,6.4
12678,22132,5,111.5,0.39,447,52.0
17865,82580,6,113.4,0.39,570,16.3
17315,84970S,5,60.0,0.39,242,16.4
12867,21975,6,80.6,0.39,404,4.8
14543,21843,5,132.0,0.39,530,11.4
14462,85152,5,49.8,0.39,201,4.8
17511,21498,7,102.2,0.39,616,28.6
17735,47566,6,35.8,0.39,181,6.0
13157,22382,7,98.3,0.39,592,14.3
13047,84879,7,54.2,0.39,326,36.6
14709,85099C,20,37.3,0.39,719,17.0
12731,10002,6,63.4,0.39,319,76.0
14057,22630,6,50.8,0.39,257,28.7
12708,22962,5,64.0,0.39,257,12.0
15144,48188,6,121.8,0.39,610,10.0
13102,22197,11,31.5,0.39,256,32.7
14709,21931,13,37.8,0.39,457,15.4
15615,84970S,8,101.3,0.39,713,13.5
17340,22728,6,64.4,0.39,324,6.0
12437,21754,5,84.2,0.39,339,6.0
13564,21174,5,79.0,0.39,318,7.2
12681,21719,6,97.6,0.39,489,14.0
16656,22727,5,45.5,0.39,184,15.6
16455,20972,5,131.0,0.39,525,21.6
17677,21731,11,71.7,0.39,721,16.4
15358,22617,7,89.2,0.39,537,3.0
16422,21212,14,48.3,0.39,634,120.0
13327,21181,5,115.0,0.39,461,14.4
18170,82494L,5,166.2,0.39,667,6.0
13081,21498,10,73.4,0.39,665,27.5
14180,21754,6,51.0,0.39,257,3.5
13157,20725,5,125.0,0.39,500,16.0
17769,20726,5,116.5,0.39,468,3.4
14049,22352,5,118.2,0.39,474,5.6
16255,21212,5,109.0,0.39,438,23.2
12476,22423,7,69.2,0.4,417,3.1
14505,85061W,8,72.4,0.4,510,15.9
18223,85099B,12,62.6,0.4,695,15.0
12726,22544,6,118.6,0.4,595,50.0
16570,84978,5,90.5,0.4,364,28.8
18223,23202,5,50.0,0.4,200,10.0
16954,84378,5,98.0,0.4,394,14.4
16086,85099F,5,133.8,0.4,537,15.0
14853,22423,5,145.0,0.4,581,13.6
18118,22921,5,45.0,0.4,182,2.0
14606,22378,6,100.6,0.4,504,1.2
12731,48138,7,93.2,0.4,562,11.4
14560,21121,5,74.0,0.4,298,33.6
15078,48188,6,75.8,0.4,381,2.0
12540,21915,5,130.2,0.4,522,21.6
16477,85123A,6,83.8,0.4,421,7.0
16161,23203,7,32.2,0.4,196,9.3
14388,22383,9,68.8,0.4,553,10.0
14572,85150,5,144.8,0.4,581,16.8
14291,21731,6,132.4,0.4,664,14.0
14367,22382,5,47.2,0.4,190,8.6
14560,21123,5,74.0,0.4,298,33.6
12540,85049G,5,116.5,0.4,467,12.0
12472,21240,7,102.3,0.4,618,9.1
14298,21100,6,44.5,0.4,181,43.3
15023,21755,7,60.3,0.4,363,2.6
14329,22385,5,158.5,0.4,634,10.0
15034,22382,5,55.0,0.4,223,4.8
14329,22382,5,158.2,0.4,634,10.0
16954,84380,5,98.0,0.4,394,16.8
17426,20971,7,108.3,0.4,652,12.0
17426,20972,7,108.3,0.4,652,12.0
14299,21164,7,58.4,0.4,294,17.1
15023,48187,6,122.4,0.4,614,1.3
16945,22385,10,68.0,0.4,616,13.0
17450,22469,11,47.0,0.4,426,549.8
12708,21669,6,115.2,0.4,577,12.0
14258,22426,5,97.0,0.4,389,25.6
14625,22189,5,90.2,0.4,362,4.0
16115,84978,7,83.3,0.4,502,8.6
14527,22939,5,79.0,0.4,317,1.8
16208,82486,5,151.8,0.4,608,2.0
12594,20728,5,131.0,0.4,525,16.0
12621,85049G,5,92.2,0.4,370,12.0
14441,21623,5,126.8,0.4,508,2.0
12594,20726,5,131.0,0.4,525,16.0
16735,84946,5,157.8,0.4,633,20.4
14758,22169,5,96.0,0.4,385,2.0
14194,84880,5,128.2,0.4,514,12.0
16333,21891,9,33.5,0.4,272,384.0
16873,20972,5,75.5,0.4,304,16.8
14210,20718,5,148.8,0.4,597,10.0
17581,21931,11,68.6,0.4,689,10.9
15059,85062,6,130.0,0.4,652,10.0
14911,20961,5,151.8,0.4,609,14.0
14239,85123A,9,74.0,0.4,597,10.7
14606,M,6,84.2,0.4,423,1.5
14639,21673,5,92.0,0.4,370,12.0
14639,21671,5,92.0,0.4,370,19.2
14649,21754,5,107.8,0.4,432,3.0
12708,22328,11,58.0,0.4,584,8.2
14209,85123A,9,70.1,0.4,565,20.9
14769,22139,5,124.2,0.4,499,2.8
15628,21524,6,81.6,0.4,411,2.0
14085,21059,5,114.5,0.4,459,5.8
15298,79320,5,66.0,0.4,265,5.6
13050,22169,9,69.0,0.4,555,2.2
17306,22659,6,61.8,0.4,311,64.0
16782,21935,5,58.5,0.4,235,1.2
13564,85099C,16,21.7,0.4,334,10.1
13078,82599,7,35.7,0.4,217,12.0
14049,22623,6,72.0,0.4,362,9.3
13564,21754,10,40.3,0.4,368,3.5
12867,22147,6,113.0,0.4,566,6.8
13557,16156S,5,162.2,0.4,651,25.0
13542,21524,12,31.6,0.4,352,4.6
17220,22988,5,59.8,0.4,241,9.6
16719,21497,6,106.6,0.4,535,25.0
13520,22326,10,67.2,0.4,608,34.2
13488,84836,5,57.5,0.4,231,12.0
13468,82482,6,99.6,0.4,499,6.0
13081,22207,7,110.7,0.4,665,4.0
14062,85150,8,64.4,0.4,453,33.0
15218,85174,7,90.5,0.4,545,3.0
15719,20725,11,39.2,0.4,396,3.3
14085,21175,9,72.0,0.4,580,2.3
15218,21034,15,40.0,0.4,566,2.8
14085,22030,6,82.0,0.4,413,14.0
17858,82482,9,73.9,0.4,594,6.0
17858,21164,5,148.2,0.4,594,2.2
16033,21621,5,109.2,0.4,438,4.8
15550,20828,6,146.0,0.4,732,4.7
13050,21871,9,87.1,0.4,702,11.3
17758,23284,5,46.8,0.4,188,2.6
17282,22620,5,104.0,0.4,418,28.2
17961,21080,5,173.5,0.4,696,2.6
15898,20961,7,40.7,0.4,246,4.3
13871,22193,5,47.0,0.4,190,2.0
18069,22212,5,127.5,0.4,512,1.0
16791,82486,9,83.8,0.4,675,1.7
18069,21900,5,117.0,0.4,470,1.8
12921,21243,7,140.6,0.4,705,11.4
15867,20685,17,40.4,0.4,654,2.1
15984,84978,5,144.2,0.4,578,8.4
15862,21034,9,101.7,0.4,714,1.0
12949,84050,5,120.5,0.4,483,20.4
12971,47599A,6,98.0,0.4,493,14.0
17231,85152,7,75.8,0.4,457,2.1
13802,21154,5,73.8,0.4,297,122.0
15856,22997,8,34.4,0.4,244,24.4
16713,82486,12,63.2,0.4,700,2.0
16791,21977,9,71.9,0.4,580,3.3
13001,21977,5,74.8,0.4,301,24.0
13798,20723,5,160.2,0.4,642,100.0
15808,47559B,9,48.9,0.4,394,11.0
13728,48188,8,78.3,0.4,553,2.2
12872,82600,7,61.2,0.4,370,2.7
15312,22189,5,154.5,0.4,620,8.8
17692,20914,6,45.6,0.4,231,5.2
17338,21162,5,129.5,0.4,518,2.6
15394,85099B,8,101.6,0.4,714,21.2
15394,85099F,8,101.6,0.4,714,13.8
14040,22666,7,73.7,0.4,445,3.1
14040,85099B,13,56.4,0.4,682,14.6
13089,23206,12,23.3,0.4,237,10.7
15523,21080,5,59.2,0.4,239,39.2
16701,21524,6,118.0,0.4,592,10.0
14156,20724,6,107.2,0.4,539,13.3
13097,22200,7,81.8,0.4,492,1.7
18118,22917,5,45.0,0.4,182,2.0
13183,82600,8,70.9,0.4,499,54.0
16085,21790,6,132.4,0.4,664,3.0
16085,21791,6,132.4,0.4,664,2.5
